Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x3911,61839.26,5162.2716666666665,4,5,12,0,,13,1,-2.73,0.0,Good,1014.5,36.46171355607152,23 Years and 5 Months,No,0.0,108.06286573121302,High_spent_Medium_value_payments,658.1643009354536,2023-09-01
CUS_0x396d,33032.46,2842.705,8,7,20,-100,"Payday Loan, and Debt Consolidation Loan",24,9,8.68,8.0,Standard,891.29,38.46715450046847,15 Years and 9 Months,Yes,35.275234367572835,32.21787589704023,High_spent_Large_value_payments,456.777389735387,2023-09-01
CUS_0x39c5,16117.63,1322.1358333333333,6,9,26,2,"Personal Loan, and Student Loan",27,24,5.83,9.0,Bad,1488.01,30.26155053173237,17 Years and 4 Months,Yes,23.31680754441411,146.1424773891697,Low_spent_Small_value_payments,252.75429839974956,2024-03-01
CUS_0x3a85,12731.78,1246.9816666666668,6,1456,8,439,,17,15,12.0,2.0,Standard,80.09,33.273354765562885,16 Years and 5 Months,No,0.0,43.98599606955696,Low_spent_Small_value_payments,370.71217059710966,2024-02-01
CUS_0x3a94,22320.13,2151.0108333333333,5,6,18,2,"Credit-Builder Loan, and Not Specified",24,11,18.5,7.0,Standard,1426.31,37.36823812480158,20 Years and 0 Months,Yes,30.85524782324645,236.95284370899518,Low_spent_Small_value_payments,237.29299180109177,2023-12-01
CUS_0x3a9d,88726.46,7104.871666666668,2,3,7,-100,"Personal Loan, Mortgage Loan, and Home Equity Loan",5,4,8.92,4.0,_,477.58,38.05516456866812,31 Years and 9 Months,No,161.22424910969863,172.10845694280343,High_spent_Medium_value_payments,627.1544606141647,2023-10-01
CUS_0x3aa1,47888.94,4197.745000000001,4,4,27,4,"Mortgage Loan, Student Loan, Home Equity Loan, and Not Specified",9,16,8.84,8.0,Standard,1835.98,36.19591193491776,14 Years and 6 Months,Yes,150.78374500259952,95.94631214557563,High_spent_Large_value_payments,413.04444285182495,2024-07-01
CUS_0x3ace,19938.73,1813.5608333333328,7,5,19,8,"Personal Loan, Not Specified, Not Specified, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Student Loan",56,18,30.26,10.0,Bad,4203.56,31.91985047740157,13 Years and 0 Months,Yes,111.96628296910264,107.38575536669005,High_spent_Small_value_payments,222.00404499754063,2023-11-01
CUS_0x3ad4,80743.79999999999,6886.649999999999,4,3,11,3,"Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",17,9,-3.81,5.0,_,204.88,40.89968857229785,24 Years and 6 Months,No,191.4871337737844,127.8424979837274,High_spent_Large_value_payments,609.3353682424881,2023-09-01
CUS_0x3b2a,33624.4,2869.0333333333333,4,5,20,4,"Home Equity Loan, Personal Loan, Mortgage Loan, and Auto Loan",30,9,12.8,7.0,_,987.27,26.902472137762533,29 Years and 5 Months,Yes,72.25713757572737,70.00207331131716,High_spent_Medium_value_payments,394.6441224462889,2023-01-01
CUS_0x3b2b,22219.57,1687.6308333333334,7,5,8,3,"Not Specified, Student Loan, and Credit-Builder Loan",8,18,13.23,13.0,_,502.78,27.972757006683416,5 Years and 10 Months,NM,35.33648089319485,37.552757956423534,High_spent_Large_value_payments,335.87384448371495,2023-05-01
CUS_0x3baa,29968.56,2698.38,5,5,6,1,Mortgage Loan,10,12,11.04,4.0,_,1022.13,29.634747428898137,17 Years and 8 Months,No,21.03313243477011,46.44828667186058,High_spent_Large_value_payments,442.35658089336937,2024-02-01
CUS_0x3bba,75655.48,6016.623333333332,1,3,11,3,"Auto Loan, Not Specified, and Not Specified",9,10,11.0,1.0,_,1174.52,38.00645603729604,32 Years and 10 Months,No,111.02302673173772,326.04484516072387,Low_spent_Medium_value_payments,444.59446144087167,2024-05-01
CUS_0x3bc6,14414.25,1351.1875,9,9,16,9,"Credit-Builder Loan, Home Equity Loan, Auto Loan, Payday Loan, Not Specified, Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, and Student Loan",47,28,6.74,10.0,Bad,2558.21,34.570424602250114,9 Years and 10 Months,Yes,82.19569260077354,47.86626156933074,Low_spent_Small_value_payments,295.0567958298957,2023-01-01
CUS_0x3ce3,94511.79,7717.982500000001,5,3,9,0,,1,7,7.29,0.0,_,1315.6,25.957824846718736,18 Years and 9 Months,No,0.0,379.8988636573503,Low_spent_Medium_value_payments,671.8993863426498,2024-01-01
CUS_0x3cfb,59393.36,4870.446666666667,8,5,15,0,,7,16,20.61,9.0,Standard,1046.68,27.411216035045648,21 Years and 2 Months,Yes,0.0,157.72235745681053,High_spent_Medium_value_payments,579.3223092098561,2023-06-01
CUS_0x3d58,95846.49,8264.2075,8,4,9,0,,5,19,19.38,7.0,Standard,1493.69,37.39136527213309,30 Years and 11 Months,NM,0.0,300.53950963400814,High_spent_Medium_value_payments,775.881240365992,2023-02-01
CUS_0x3d7e,68173.92_,5948.16,6,10,32,5,"Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Payday Loan",33,17,25.49,11.0,Bad,3117.01,24.85901263636167,6 Years and 6 Months,Yes,144.37436119004283,483.56251520363475,Low_spent_Small_value_payments,256.87912360632254,2024-05-01
CUS_0x3d9c,19809.27,1711.7725,5,5,8,1,Credit-Builder Loan,2,0,7.23,2.0,Good,562.34,34.673978456949705,30 Years and 4 Months,No,14.05862727465902,22.954311975022502,High_spent_Large_value_payments,374.1643107503185,2023-05-01
CUS_0x3dd8,32928.14,2948.0116666666668,0,2,5,0,,10,-1,8.63,5.0,_,929.04,33.89946926356562,30 Years and 2 Months,No,0.0,149.1397544099442,Low_spent_Medium_value_payments,425.6614122567225,2024-12-01
CUS_0x3ded,33537.3,2899.775,10,6,28,7,"Debt Consolidation Loan, Auto Loan, Personal Loan, Auto Loan, Payday Loan, Debt Consolidation Loan, and Personal Loan",20,24,15.95,14.0,Bad,2502.26,35.64539237619489,8 Years and 11 Months,Yes,169.2558027710161,65.46855275935755,High_spent_Medium_value_payments,305.25314446962636,2023-04-01
CUS_0x3e14,17651.515,1528.959583333333,0,2,4,0,,18,6,-4.49,1.0,Good,67.88,31.73866363114965,24 Years and 9 Months,No,0.0,__10000__,Low_spent_Small_value_payments,275.7999432501191,2023-04-01
CUS_0x3e36,21508.72,1898.3933333333327,1,4,6,0,,25,9,-3.14,5.0,Good,1074.99,39.89849468277954,28 Years and 9 Months,No,0.0,85.00704250966669,Low_spent_Large_value_payments,374.8322908236666,2024-10-01
CUS_0x3e54,78039.48,6236.29,5,7,4,4,"Student Loan, Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",21,15_,-2.41,5.0,Good,1188.91,23.481192495703816,29 Years and 0 Months,No,236.23961596593352,74.59651714204156,Low_spent_Small_value_payments,326.40072606842205,2023-01-01
CUS_0x3ea3,59924.96,4816.746666666667,6,10,22,8,"Credit-Builder Loan, Auto Loan, Auto Loan, Student Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan",44,21,28.8,13.0,_,2927.06,32.22107519806735,5 Years and 3 Months,Yes,384.87124085109696,142.92258792370131,!@9#%8,223.88083789186848,2023-02-01
CUS_0x3ec6,15838.8,1415.9,10,8,23,-100,"Payday Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, Personal Loan, and Personal Loan",62,19,18.3,6.0,Bad,2289.44,26.53637534276262,9 Years and 8 Months,Yes,57478.0,34.18692443049639,High_spent_Large_value_payments,298.23285829427164,2023-10-01
CUS_0x3ee,16756.18,1331.3483333333334,9,6,22,2,"Credit-Builder Loan, and Payday Loan",48,12,10.66,8.0,Standard,1941.73,25.81250201787924,15 Years and 9 Months,Yes,32972.0,66.71824831147686,Low_spent_Small_value_payments,328.97449591530835,2023-12-01
CUS_0x3eed,15833.7,1362.475,5,914,13,2,"Payday Loan, and Auto Loan",15,16,15.02,6.0,Standard,2536.78,34.846365759420955,12 Years and 8 Months,Yes,40320.0,41.71046683352213,High_spent_Medium_value_payments,318.28237210275535,2024-06-01
CUS_0x3ef,21212.91,1496.7425,3,888,10,3,"Home Equity Loan, Mortgage Loan, and Student Loan",16,19,5.13,1.0,Standard,993.15,38.91186246876629,29 Years and 4 Months,No,45.74570037068675,118.54244614778156,Low_spent_Small_value_payments,275.3861034815317,2023-11-01
CUS_0x3ef5,7821.24,468.77,8,10,29,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Auto Loan, and Payday Loan",62,14,19.34,7.0,Bad,2924.76,30.10658137213297,10 Years and 4 Months,Yes,19.72792349229153,49.56409519917959,Low_spent_Small_value_payments,267.5849813085289,2024-02-01
CUS_0x3f49,123375.18,10275.265,2,5,7,4,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",7,0,8.99,4.0,Good,36.21,36.57065957521312,23 Years and 4 Months,No,260.184019233995,162.62377022953785,High_spent_Medium_value_payments,854.718710536467,2024-04-01
CUS_0x3f75,28105.59,2133.1325,1,3,1,3,"Not Specified, Payday Loan, and Not Specified",8,8,6.44,6.0,Good,151.29,26.62257130287009,20 Years and 2 Months,No,54.99993830630629,30.965442312234828,High_spent_Medium_value_payments,377.3478693814589,2024-06-01
CUS_0x3f94,96943.47,8107.6225,0,5,4,-100,"Home Equity Loan, Mortgage Loan, and Debt Consolidation Loan",15,12,6.62,4.0,Good,304.31,36.17227470602536,27 Years and 6 Months,No,175.87270771483497,181.63701440900974,High_spent_Large_value_payments,693.2525278761552,2024-08-01
CUS_0x3ff5,87636.03,6291.992443316578,4,1,4,2_,"Payday Loan, and Debt Consolidation Loan",3,2,3.38,3.0,Good,202.96,40.000275024421406,30 Years and 5 Months,No,1054.845873521209,60.72935307420884,High_spent_Large_value_payments,823.9350800880046,2024-12-01
CUS_0x4020,14804.08,979.6733333333334,6,9,19,7,"Mortgage Loan, Payday Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Auto Loan, and Auto Loan",21,15,23.06,12.0,Bad,3195.13,28.51565616199388,7 Years and 10 Months,Yes,81.26738974397513,35.52864475125608,High_spent_Medium_value_payments,231.1712988381021,2024-08-01
CUS_0x4036,8056.13,530.3441666666666,10,5,32,8,"Student Loan, Home Equity Loan, Student Loan, Personal Loan, Not Specified, Auto Loan, Auto Loan, and Debt Consolidation Loan",48,16,18.64,6.0,Bad,4230.04,40.517144779908,9 Years and 4 Months,Yes,37.58269379011682,65.97219224053109,Low_spent_Small_value_payments,239.47953063601875,2023-12-01
CUS_0x4052,73366.36,5950.863333333334,8,9,27,8,"Home Equity Loan, Payday Loan, Personal Loan, Personal Loan, Not Specified, Payday Loan, Credit-Builder Loan, and Mortgage Loan",49,17,23.68,11.0,Bad,4029.36,23.42563602982479,5 Years and 5 Months,Yes,285.3685402526143,228.02472293645386,High_spent_Small_value_payments,341.69307014426533,2023-08-01
CUS_0x406,122942.28,10205.19,2,3,3,1,Mortgage Loan,8,4,4.88,4.0,Good,924.1,32.403388221707765,28 Years and 8 Months,No,101.56797654898996,821.8076237013545,Low_spent_Medium_value_payments,377.14339974965566,2024-01-01
CUS_0x4068,102137.1,8795.425,5,5,8,0,,12,20,1.15,5.0,Good,401.69,31.07537317585505,28 Years and 6 Months,No,0.0,303.7363515847018,High_spent_Medium_value_payments,825.8061484152981,2024-04-01
CUS_0x4086,71746.68_,6107.889999999999,3,3,10,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",11,18,17.25,7.0,Standard,2052.59,38.88521249633112,5 Years and 10 Months,Yes,107.96166481408524,76.13049585010326,High_spent_Medium_value_payments,676.6968393358114,2023-03-01
CUS_0x4098,18153.18_,1735.765,10,8,34,5,"Personal Loan, Student Loan, Personal Loan, Payday Loan, and Home Equity Loan",22,15,18.15,14.0,Bad,3830.47,34.16858861683881,9 Years and 0 Months,NM,66.61860402627934,92.11154292003357,Low_spent_Small_value_payments,304.84635305368715,2024-04-01
CUS_0x40b1,25191.69,2190.3075,5,3,19,4,"Personal Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",11,7,16.2,10.0,_,805.57,38.41044235326349,20 Years and 4 Months,Yes,79.85401928431752,206.32630635967018,Low_spent_Medium_value_payments,212.85042435601227,2023-04-01
CUS_0x40bd,110443.2,9398.6,8,3,8,2,"Auto Loan, and Personal Loan",29,15,11.16,5.0,Standard,1330.29,34.58468914297151,31 Years and 9 Months,Yes,183.6849156176276,65.36942551922817,High_spent_Large_value_payments,930.8056588631443,2024-01-01
CUS_0x40f8,20090.02,1570.168333333333,7,9,19,4,"Mortgage Loan, Student Loan, Debt Consolidation Loan, and Personal Loan",60,21,12.73,11.0,_,2329.28,27.487270086466985,6 Years and 9 Months,Yes,40.703206956509966,133.28029308923806,Low_spent_Small_value_payments,273.0333332875853,2024-09-01
CUS_0x411a,18444.925,1497.0770833333331,1,3,7,0,,9,2,12.96,4.0,Good,1219.01,23.983396251487843,31 Years and 0 Months,No,0.0,95.36436944900305,Low_spent_Small_value_payments,344.3433388843302,2023-02-01
CUS_0x414d,91717.32_,7577.777965211783,3,4,7,2,"Payday Loan, and Not Specified",8,2056,4.39,3.0,Standard,1.48,30.45614478905012,30 Years and 10 Months,Yes,425.2504542808359,262.2235436394695,Low_spent_Medium_value_payments,656.4690368679096,2024-06-01
CUS_0x4159,16540.38,1577.365,10,5,28,7,"Mortgage Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Auto Loan",59,21,6.2799999999999985,9.0,Bad,2377.8,27.331218979332743,10 Years and 10 Months,NM,94.4635889060092,__10000__,Low_spent_Small_value_payments,181.4358854902106,2023-10-01
CUS_0x416f,169481.08,14408.423333333332,3,2,10,2,"Personal Loan, and Credit-Builder Loan",13,12,0.95,4.0,_,645.14,30.13498855431236,17 Years and 4 Months,No,168.92834689265428,365.5375500402121,High_spent_Small_value_payments,1166.3764364004671,2023-01-01
CUS_0x4192,16697.83,1662.4858333333334,10,8,19,7,"Mortgage Loan, Not Specified, Payday Loan, Personal Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",32,19,14.88,8.0,Standard,2514.35,34.27510289197928,11 Years and 9 Months,Yes,67.60115189277269,31.000650311577306,High_spent_Large_value_payments,307.6467811289834,2024-07-01
CUS_0x41ae,11526.465,704.53875,5,7,9,4,"Personal Loan, Mortgage Loan, Not Specified, and Mortgage Loan",9,14,4.64,7.0,Good,146.9,23.622995990695983,30 Years and 8 Months,No,32.14924926400015,24.11933139349829,Low_spent_Large_value_payments,250.5720337250483,2023-10-01
CUS_0x41be,72583.31999999999,6093.61,7,3,10,781,"Auto Loan, and Personal Loan",27,14,7.66,5.0,Standard,1019.44,27.04114487455388,18 Years and 9 Months,Yes,104.01673038444768,338.78455037965773,High_spent_Small_value_payments,426.55971923589465,2024-04-01
CUS_0x41d3,62976.28,5321.0233333333335,0,3,12,0,,11,2,6.05,3.0,_,68.66,35.678827881727095,16 Years and 0 Months,No,0.0,545.1663293866825,Low_spent_Medium_value_payments,266.93600394665094,2024-04-01
CUS_0x41f3,73047.96_,6253.330000000001,5,7,15,3,"Personal Loan, Home Equity Loan, and Personal Loan",13,16,10.86,8.0,_,1372.24,40.10237964228829,18 Years and 9 Months,Yes,117.50627625369935,90.43437517062773,High_spent_Large_value_payments,621.3428463527463,2023-03-01
CUS_0x4229,22032.74,2079.0616666666665,7,329,18,3,"Not Specified, Not Specified, and Debt Consolidation Loan",30,17,12.65,3.0,_,355.4,32.93851024551084,20 Years and 4 Months,NM,45.83656655459549,151.94729988169988,Low_spent_Large_value_payments,280.12230023037125,2024-11-01
CUS_0x4241,36178.94,2737.911666666667,5,7,7,2,"Student Loan, and Student Loan",28,12,16.9,12.0,_,1562.82,24.872273783726328,15 Years and 11 Months,Yes,44.33900647409711,93.2113614336874,Low_spent_Large_value_payments,406.2407987588822,2023-09-01
CUS_0x4287,21595.875,2061.65625,5,7,7,1,Auto Loan,9,2,10.46,4.0,Good,655.46,33.73562185327881,21 Years and 11 Months,NM,13.082938478587812,172.07801869811374,Low_spent_Large_value_payments,291.0046678232985,2023-08-01
CUS_0x4293,60116.7,5091.725,5,8,19,7,"Home Equity Loan, Home Equity Loan, Student Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",19,13,19.62,11.0,_,2042.27,39.33052847143173,12 Years and 11 Months,Yes,218.51488799997333,116.7483723490598,!@9#%8,413.90923965096687,2024-12-01
CUS_0x42a5,15191.03,1523.9191666666668,6,6,20,5,"Not Specified, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",31,8,9.34,11.0,Standard,1424.06,22.0096747033376,16 Years and 9 Months,Yes,48.626658102749126,33.223459534685766,High_spent_Medium_value_payments,320.54179902923175,2024-05-01
CUS_0x42bc,11533.485,786.1237500000002,4,3,20,7,"Personal Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, Personal Loan, Personal Loan, and Home Equity Loan",22,14,18.29,5.0,Standard,1278.39,38.915848443623325,16 Years and 0 Months,Yes,44.61855570450804,43.44413020928229,High_spent_Small_value_payments,250.54968908620967,2023-06-01
CUS_0x4312,49715.1,4084.925,7,3,1,4,"Home Equity Loan, Auto Loan, Not Specified, and Not Specified",20,19,5.28,7.0,_,1211.28,39.56691923958622,32 Years and 11 Months,No,122.77035153012542,__10000__,High_spent_Medium_value_payments,427.06587438531005,2023-04-01
CUS_0x4313,19051.66,1491.3798645469806,10,8,15,6,"Personal Loan, Payday Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",62,15,7.74,10.0,Bad,2655.37,37.32252642544279,4 Years and 5 Months,Yes,141.3030906093028,151.39915902710916,Low_spent_Small_value_payments,222.62005248327432,2023-07-01
CUS_0x4390,61664.0,4930.666666666667,6,3,16,4,"Personal Loan, Credit-Builder Loan, Not Specified, and Personal Loan",13,15,19.34,11.0,Standard,218.72,31.370031262987844,29 Years and 5 Months,Yes,204.84533030926715,195.96532636969826,High_spent_Small_value_payments,352.25600998770136,2024-06-01
CUS_0x43bf,42671.51,3731.959166666667,1,1,10,4,"Personal Loan, Debt Consolidation Loan, Not Specified, and Student Loan",11,11,7.28,5.0,Good,132.87,35.8632465975349,19 Years and 2 Months,No,87.77740256032335,56.10291576392928,High_spent_Large_value_payments,469.31559834241415,2024-12-01
CUS_0x43e7,34963.82,3195.651666666666,6,5,10,4,"Not Specified, Personal Loan, Debt Consolidation Loan, and Not Specified",25,15,9.56,3.0,Standard,879.49,21.79611192234469,23 Years and 5 Months,Yes,108.79608291381334,386.9405900939323,Low_spent_Small_value_payments,113.82849365892092,2024-10-01
CUS_0x444b,127708.48,10389.373333333331,7,3,13,3,"Home Equity Loan, Debt Consolidation Loan, and Home Equity Loan",11,17,19.29,1.0,_,1123.12,41.806426887951545,32 Years and 6 Months,Yes,207.27410955151103,151.0487819763139,High_spent_Large_value_payments,920.6144418055085,2024-02-01
CUS_0x446,17327.28,1716.9399999999996,6,6,20,-100,"Mortgage Loan, Personal Loan, Personal Loan, Mortgage Loan, Auto Loan, Personal Loan, and Auto Loan",47,18,18.3,13.0,Bad,2291.35,39.29868162684331,15 Years and 9 Months,Yes,55.43849806755351,153.68104769214943,!@9#%8,252.574454240297,2023-08-01
CUS_0x446f,56381.6,4535.466666666666,5,3,1,3,"Credit-Builder Loan, Mortgage Loan, and Payday Loan",5,6,0.81,6.0,_,1371.48,35.35433939069965,30 Years and 2 Months,No,119.62300814760052,172.1013336412746,Low_spent_Medium_value_payments,441.82232487779146,2023-12-01
CUS_0x447b,58599.48,5112.29,7,5,30,5_,"Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, and Personal Loan",46,18,_,12.0,Bad,2401.83,25.121249109621296,8 Years and 3 Months,Yes,474.92293071670855,207.6609755057393,Low_spent_Small_value_payments,375.77289148991827,2024-08-01
CUS_0x4496,68488.88,5692.406666666668,9,6,24,6,"Mortgage Loan, Payday Loan, Mortgage Loan, Student Loan, Home Equity Loan, and Not Specified",52,10,7.71,12.0,Standard,1356.05,38.74285697321525,15 Years and 6 Months,Yes,211.30135817488585,698.578362709772,Low_spent_Large_value_payments,202.4925490288149,2024-01-01
CUS_0x44ec,162144.64,13743.053333333335,1,6,5,1,Not Specified,22,7,5.02,5.0,Good,80.76,47.17844594079932,17 Years and 5 Months,No,117.65868074928473,240.31947222738015,High_spent_Small_value_payments,1276.3271803566688,2024-05-01
CUS_0x44f,29369.12,2171.4266666666667,5,4,8,2,"Payday Loan, and Not Specified",32,14,10.54,11.0,Standard,1605.81,33.880338302673195,20 Years and 2 Months,NM,43.93572131964716,58.679273675258464,High_spent_Medium_value_payments,364.5276716717611,2023-11-01
CUS_0x4505,20257.28,1916.1066666666663,4,5,16,1,Mortgage Loan,20,9,14.39,6.0,Standard,966.07,24.2222482737202,26 Years and 9 Months,Yes,10.776501293315496,232.75869262716517,Low_spent_Small_value_payments,238.075472746186,2023-06-01
CUS_0x453a,22182.95,1937.5791666666669,7,5,13,4,"Student Loan, Debt Consolidation Loan, Auto Loan, and Auto Loan",11,15,5.18,5.0,Standard,1170.58,29.483875533716315,6 Years and 3 Months,Yes,62.25704178917977,129.44775886275158,High_spent_Small_value_payments,262.0531160147353,2023-05-01
CUS_0x4569,18184.81,1541.4008333333334,8,9,30,8_,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",31,14,28.55,12.0,Bad,4571.03,35.46218924962189,4 Years and 11 Months,Yes,63.741968079499,69.90934272437153,Low_spent_Medium_value_payments,300.48877252946284,2023-04-01
CUS_0x456d,36368.55,2782.7125,6,5,15,4,"Student Loan, Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",10,9,5.9,3.0,Standard,950.56,29.407020068683074,22 Years and 9 Months,No,95.43359013792504,327.48674255127287,!@9#%8,145.3509173108021,2023-10-01
CUS_0x4590,28056.94,2115.078333333333,4,6,10,2,"Credit-Builder Loan, and Personal Loan",9,12,16.43,6.0,Standard,822.94,34.382303234382185,14 Years and 5 Months,Yes,41.74919161384339,17.971917483009094,High_spent_Large_value_payments,391.7867242364808,2024-07-01
CUS_0x45b,16701.96,1599.83,7,10,19,8,"Not Specified, Payday Loan, Student Loan, Not Specified, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Personal Loan",62,20,28.28,12.0,_,4416.93_,26.07503997533843,14 Years and 3 Months,Yes,56.60542957440229,148.51883694675647,Low_spent_Medium_value_payments,234.8587334788413,2023-08-01
CUS_0x45e1,116680.84,10017.403333333334,5,5,8,3,"Auto Loan, Home Equity Loan, and Credit-Builder Loan",8,9,11.63,9.0,Standard,341.88,40.94819340130863,24 Years and 0 Months,Yes,178.35814413662033,608.5435785136012,High_spent_Medium_value_payments,850.0035269300215,2024-03-01
CUS_0x4657,22119.355,1844.2528927846915,2,7,11,2,"Payday Loan, and Auto Loan",0,0,6.92,3.0,Good,1111.07,33.81904510560093,26 Years and 10 Months,No,114.3217660378644,212.06006881961392,Low_spent_Small_value_payments,237.17281402449683,2024-09-01
CUS_0x465c,138079.96,11349.663333333332,2,4,8,0,,7,10,9.87,4.0,Good,637.14,29.173481308634024,29 Years and 11 Months,No,0.0,547.3110322541229,Low_spent_Medium_value_payments,867.6553010792104,2023-11-01
CUS_0x46d5,14560.52,1290.3766666666668,6,8,30,9,"Not Specified, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Auto Loan, Auto Loan, and Credit-Builder Loan",22,23,16.99,7.0,Bad,3831.31,32.45872807681948,8 Years and 9 Months,Yes,67.73227591896628,20.893755947406767,!@9#%8,280.4116348002936,2023-12-01
CUS_0x4778,97590.15,8321.5125,6,6,2648,2,"Credit-Builder Loan, and Auto Loan",29,20,12.41,2.0,Standard,660.27,29.51114784978633,19 Years and 4 Months,Yes,83.02341726282799,208.51419516888146,High_spent_Medium_value_payments,790.6136375682905,2024-04-01
CUS_0x47ed,127524.81,10918.0675,0,3,9,0,,11,5,7.12,2.0,Good,59.58,37.620791040307815,24 Years and 4 Months,No,0.0,804.8671035593825,Low_spent_Medium_value_payments,566.9396464406175,2023-09-01
CUS_0x47f9,16196.665,1565.722083333333,5,7,17,2,"Mortgage Loan, and Auto Loan",20,11,2.55,2.0,Standard,632.93,37.23306342518301,16 Years and 3 Months,No,24.94959145561017,89.51384321524083,Low_spent_Medium_value_payments,322.10877366248235,2024-08-01
CUS_0x481d,15328.665,986.38875,5,7,1,0,,1,12,6.1,3.0,Good,1414.44,32.657935373145854,23 Years and 4 Months,No,0.0,92.2828309971035,Low_spent_Large_value_payments,276.3560440028965,2023-04-01
CUS_0x4863,41709.64,3739.803333333333,3,2,8,0,,9,2_,8.08,3.0,_,1307.73,36.17811568135062,23 Years and 0 Months,No,0.0,248.17288325296482,Low_spent_Large_value_payments,395.80745008036865,2024-07-01
CUS_0x4866,95025.4,7683.783333333333,6,6,14,0,,12,15_,10.13,7.0,Standard,746.5,38.50015328628083,9 Years and 0 Months,Yes,0.0,161.37244955196448,High_spent_Large_value_payments,847.0058837813689,2024-06-01
CUS_0x487a,58728.06,4892.005,8,5,1661,5,"Debt Consolidation Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, and Auto Loan",10,18,_,8.0,_,1272.79,39.52702965331064,18 Years and 9 Months,Yes,129.83282295866547,54.69151368371868,High_spent_Large_value_payments,544.6761633576159,2024-03-01
CUS_0x488b,39560.62,3247.7183333333337,6,10,29,7,"Credit-Builder Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, and Credit-Builder Loan",22,20,11.66,9.0,Standard,1513.0,29.540484182626468,20 Years and 0 Months,Yes,189.0428085190761,119.10221996373487,High_spent_Medium_value_payments,266.6268048505225,2024-10-01
CUS_0x489d,22116.855,2104.07125,3,8,10,4,"Mortgage Loan, Personal Loan, Not Specified, and Payday Loan",5,6,_,1.0,Good,100.56,25.94930488409896,25 Years and 3 Months,NM,57.81426050307662,80.47252519177658,High_spent_Medium_value_payments,369.5831557822897,2024-11-01
CUS_0x48b7,67394.92,5844.243333333333,4,3,21,7,"Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Auto Loan, Payday Loan, Auto Loan, and Payday Loan",29,17,9.77,10.0,Standard,1687.02,30.847208363544645,9 Years and 8 Months,NM,341.5669032612002,604.4168873426516,Low_spent_Medium_value_payments,239.62732270146188,2023-03-01
CUS_0x48ee,23756.68,1730.7233333333334,8,7,7,0,,24,11,16.37,2.0,_,612.93,33.887069919985464,20 Years and 11 Months,Yes,0.0,72.0371776023555,!@9#%8,361.0351557309778,2024-03-01
CUS_0x4939,16770.6,1488.55,5,6,25,2,"Auto Loan, and Payday Loan",33,17,7.44,4.0,Standard,1984.5,30.59925669816989,10 Years and 0 Months,Yes,26.8692093372618,85.71895720106899,Low_spent_Medium_value_payments,316.2668334616692,2023-01-01
CUS_0x494c,10496.255_,1141.6879166666668,9,10,26,5,"Auto Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",54,17,3.12,11.0,_,4184.84,33.93058107001977,2 Years and 8 Months,Yes,35.056985050612376,135.92568154608836,Low_spent_Small_value_payments,233.18612506996598,2024-09-01
